hidden,seed,converged,sweeps,E,max_sweeps,n_weights,stuck_all_off,slow_only,run_id,notebook,python,numpy,platform
6,0,True,12642,0.2334428922141784,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,1,True,4547,0.24185001874096856,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,2,True,11057,0.20499929408432543,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,3,False,20000,3.9999997952621933,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,4,False,20000,3.999999910713083,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,5,True,3266,0.22650604386581422,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,6,False,20000,3.999999690224384,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,7,False,20000,3.999940626792166,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,8,False,20000,3.9999859790355146,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,9,False,20000,3.9999972173890397,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,10,False,20000,3.9999989921505272,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,11,True,1296,0.2217977477255219,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,12,False,20000,3.999996432376648,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,13,False,20000,3.9999994979996796,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,14,False,20000,3.9999996740141217,20000,49,True,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
6,15,True,1913,0.2441648397254909,20000,49,False,False,20260919_173231,backprop_1986.ipynb,3.13.15,2.1.3,Linux-6.6.122+-x86_64-with-glibc2.39
